date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:45:18	24909/24909	---MCZ	200	added ('OK')	image/jpeg	etag:W/%22587737d0-614d%22	http://www.mindvalley.com/imgs/team/cecilia.jpg	C:/My%20Web%20Sites/SaskPls/www.mindvalley.com/imgs/team/cecilia.jpg	(from http://www.mindvalley.com/team.html)
13:45:20	30960/30960	---MCZ	200	added ('OK')	image/jpeg	etag:W/%22587737d0-78f0%22	http://www.mindvalley.com/imgs/team/carl.jpg	C:/My%20Web%20Sites/SaskPls/www.mindvalley.com/imgs/team/carl.jpg	(from http://www.mindvalley.com/team.html)
13:45:20	32975/32975	---MCZ	200	added ('OK')	image/jpeg	etag:W/%22587737d0-80cf%22	http://www.mindvalley.com/imgs/team/asha.jpg	C:/My%20Web%20Sites/SaskPls/www.mindvalley.com/imgs/team/asha.jpg	(from http://www.mindvalley.com/team.html)
13:45:22	25399/25399	---MCZ	200	added ('OK')	image/jpeg	etag:W/%22587737d0-6337%22	http://www.mindvalley.com/imgs/team/jason.jpg	C:/My%20Web%20Sites/SaskPls/www.mindvalley.com/imgs/team/jason.jpg	(from http://www.mindvalley.com/team.html)
13:45:24	21472/21472	---MCZ	200	added ('OK')	image/jpeg	etag:W/%22587737d0-53e0%22	http://www.mindvalley.com/imgs/team/ariel.jpg	C:/My%20Web%20Sites/SaskPls/www.mindvalley.com/imgs/team/ariel.jpg	(from http://www.mindvalley.com/team.html)
13:45:25	29539/29539	---MCZ	200	added ('OK')	image/jpeg	etag:W/%22587737d0-7363%22	http://www.mindvalley.com/imgs/team/brett.jpg	C:/My%20Web%20Sites/SaskPls/www.mindvalley.com/imgs/team/brett.jpg	(from http://www.mindvalley.com/team.html)
13:45:27	33036/33036	---MCZ	200	added ('OK')	image/jpeg	etag:W/%22587737d1-810c%22	http://www.mindvalley.com/imgs/team/marta.jpg	C:/My%20Web%20Sites/SaskPls/www.mindvalley.com/imgs/team/marta.jpg	(from http://www.mindvalley.com/team.html)
13:45:28	23203/23203	---MCZ	200	added ('OK')	image/jpeg	etag:W/%22587737d1-5aa3%22	http://www.mindvalley.com/imgs/team/luxanne.jpg	C:/My%20Web%20Sites/SaskPls/www.mindvalley.com/imgs/team/luxanne.jpg	(from http://www.mindvalley.com/team.html)
13:45:29	25076/25076	---MCZ	200	added ('OK')	image/jpeg	etag:W/%22587737d0-61f4%22	http://www.mindvalley.com/imgs/team/ainur.jpg	C:/My%20Web%20Sites/SaskPls/www.mindvalley.com/imgs/team/ainur.jpg	(from http://www.mindvalley.com/team.html)
13:46:23	334878/334878	---MCZ	200	added ('OK')	image/jpeg	etag:W/%22587737d0-51c1e%22	http://www.mindvalley.com/imgs/Omvana-1600x800.jpg	C:/My%20Web%20Sites/SaskPls/www.mindvalley.com/imgs/Omvana-1600x800.jpg	(from http://www.mindvalley.com/appsandplatforms.html)
13:46:24	340693/340693	---MCZ	200	added ('OK')	image/png	etag:W/%22587737d1-532d5%22	http://www.mindvalley.com/imgs/zw.png	C:/My%20Web%20Sites/SaskPls/www.mindvalley.com/imgs/zw.png	(from http://www.mindvalley.com/mva.html)
13:46:47	134838/134838	---MCZ	200	added ('OK')	image/jpeg	etag:W/%22587737d0-20eb6%22	http://www.mindvalley.com/imgs/inner/event_1.jpg	C:/My%20Web%20Sites/SaskPls/www.mindvalley.com/imgs/inner/event_1.jpg	(from http://www.mindvalley.com/events.html)
13:47:05	256987/256987	---MCZ	200	added ('OK')	image/jpeg	etag:W/%22587737d0-3ebdb%22	http://www.mindvalley.com/imgs/Tribelearn-1600x800.jpg	C:/My%20Web%20Sites/SaskPls/www.mindvalley.com/imgs/Tribelearn-1600x800.jpg	(from http://www.mindvalley.com/appsandplatforms.html)
13:47:08	642046/642046	---MCZ	200	added ('OK')	image/png	etag:W/%22587737d0-9cbfe%22	http://www.mindvalley.com/imgs/sv.png	C:/My%20Web%20Sites/SaskPls/www.mindvalley.com/imgs/sv.png	(from http://www.mindvalley.com/mva.html)
13:47:16	173354/173354	---MCZ	200	added ('OK')	image/jpeg	etag:W/%22587737d0-2a52a%22	http://www.mindvalley.com/imgs/inner/event_2.jpg	C:/My%20Web%20Sites/SaskPls/www.mindvalley.com/imgs/inner/event_2.jpg	(from http://www.mindvalley.com/events.html)
13:47:47	233545/233545	---MCZ	200	added ('OK')	image/jpeg	etag:W/%22587737d0-39049%22	http://www.mindvalley.com/imgs/inner/event_4.jpg	C:/My%20Web%20Sites/SaskPls/www.mindvalley.com/imgs/inner/event_4.jpg	(from http://www.mindvalley.com/events.html)
13:47:51	284352/284352	---MCZ	200	added ('OK')	image/jpeg	etag:W/%22587737d0-456c0%22	http://www.mindvalley.com/imgs/inner/event_3.jpg	C:/My%20Web%20Sites/SaskPls/www.mindvalley.com/imgs/inner/event_3.jpg	(from http://www.mindvalley.com/events.html)
13:47:53	224983/224983	---MCZ	200	added ('OK')	image/jpeg	etag:W/%22587737d0-36ed7%22	http://www.mindvalley.com/imgs/MVR-1600x800.jpg	C:/My%20Web%20Sites/SaskPls/www.mindvalley.com/imgs/MVR-1600x800.jpg	(from http://www.mindvalley.com/international.html)
13:47:53	723/723	---MCZ	200	added ('OK')	image/gif	etag:W/%22533271ab-2d3%22	http://www.mindvalley.com/blog/wp-content/plugins/digg-digg/image/ajax-loader.gif	C:/My%20Web%20Sites/SaskPls/www.mindvalley.com/blog/wp-content/plugins/digg-digg/image/ajax-loader.gif	(from http://www.mindvalley.com/blog/wp-content/plugins/digg-digg/css/diggdigg-style.css?ver=5.3.6)
13:47:54	1832/1832	---MCZ	200	added ('OK')	image/png	etag:W/%22533271ab-728%22	http://www.mindvalley.com/blog/wp-content/plugins/digg-digg/image/delicious.png	C:/My%20Web%20Sites/SaskPls/www.mindvalley.com/blog/wp-content/plugins/digg-digg/image/delicious.png	(from http://www.mindvalley.com/blog/wp-content/plugins/digg-digg/css/diggdigg-style.css?ver=5.3.6)
13:47:55	467/467	---MCZ	200	added ('OK')	image/png	etag:W/%22533271ab-1d3%22	http://www.mindvalley.com/blog/wp-content/plugins/digg-digg/image/delicious-compact.png	C:/My%20Web%20Sites/SaskPls/www.mindvalley.com/blog/wp-content/plugins/digg-digg/image/delicious-compact.png	(from http://www.mindvalley.com/blog/wp-content/plugins/digg-digg/css/diggdigg-style.css?ver=5.3.6)
13:47:57	3763/3763	---MCZ	200	added ('OK')	image/png	etag:W/%22533271ab-eb3%22	http://www.mindvalley.com/blog/wp-content/plugins/digg-digg/image/comments-link.png	C:/My%20Web%20Sites/SaskPls/www.mindvalley.com/blog/wp-content/plugins/digg-digg/image/comments-link.png	(from http://www.mindvalley.com/blog/wp-content/plugins/digg-digg/css/diggdigg-style.css?ver=5.3.6)
13:47:58	3265/3265	---MCZ	200	added ('OK')	image/png	etag:W/%22533271ab-cc1%22	http://www.mindvalley.com/blog/wp-content/plugins/digg-digg/image/comments-count.png	C:/My%20Web%20Sites/SaskPls/www.mindvalley.com/blog/wp-content/plugins/digg-digg/image/comments-count.png	(from http://www.mindvalley.com/blog/wp-content/plugins/digg-digg/css/diggdigg-style.css?ver=5.3.6)
13:47:59	3188/3188	---MCZ	200	added ('OK')	image/png	etag:W/%22533271ab-c74%22	http://www.mindvalley.com/blog/wp-content/plugins/digg-digg/image/email.png	C:/My%20Web%20Sites/SaskPls/www.mindvalley.com/blog/wp-content/plugins/digg-digg/image/email.png	(from http://www.mindvalley.com/blog/wp-content/plugins/digg-digg/css/diggdigg-style.css?ver=5.3.6)
13:48:00	549/549	---MCZ	200	added ('OK')	image/png	etag:W/%22533271ab-225%22	http://www.mindvalley.com/blog/wp-content/plugins/digg-digg/image/print.png	C:/My%20Web%20Sites/SaskPls/www.mindvalley.com/blog/wp-content/plugins/digg-digg/image/print.png	(from http://www.mindvalley.com/blog/wp-content/plugins/digg-digg/css/diggdigg-style.css?ver=5.3.6)
13:48:01	1018/1018	---MCZ	200	added ('OK')	image/png	etag:W/%225742bad3-3fa%22	http://www.mindvalley.com/blog/wp-content/plugins/instagram-feed/img/loader.png	C:/My%20Web%20Sites/SaskPls/www.mindvalley.com/blog/wp-content/plugins/instagram-feed/img/loader.png	(from http://www.mindvalley.com/blog/wp-content/plugins/instagram-feed/css/sb-instagram.min.css?ver=1.4.3)
13:48:02	1794/1794	---MCZ	200	added ('OK')	image/png	etag:W/%2255efae77-702%22	http://www.mindvalley.com/blog/wp-content/themes/presso/framework/flexslider/images/bg_direction_nav_custom.png	C:/My%20Web%20Sites/SaskPls/www.mindvalley.com/blog/wp-content/themes/presso/framework/flexslider/images/bg_direction_nav_custom.png	(from http://www.mindvalley.com/blog/wp-content/themes/presso/framework/flexslider/flexslider-custom.css?ver=2.0.2)
13:48:03	2477/2477	---MCZ	200	added ('OK')	image/png	etag:W/%2255efae77-9ad%22	http://www.mindvalley.com/blog/wp-content/themes/presso/framework/flexslider/images/bg_direction_nav_custom@2x.png	C:/My%20Web%20Sites/SaskPls/www.mindvalley.com/blog/wp-content/themes/presso/framework/flexslider/images/bg_direction_nav_custom@2x.png	(from http://www.mindvalley.com/blog/wp-content/themes/presso/framework/flexslider/flexslider-custom.css?ver=2.0.2)
13:48:11	49056/49056	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2255efae78-bfa0%22	http://www.mindvalley.com/blog/wp-content/themes/presso/framework/font-icons/social-icons/font/zocial.eot?97035448	C:/My%20Web%20Sites/SaskPls/www.mindvalley.com/blog/wp-content/themes/presso/framework/font-icons/social-icons/font/zociala2a1.eot	(from http://www.mindvalley.com/blog/wp-content/themes/presso/framework/font-icons/social-icons/css/zocial.css?ver=2.0.2)
13:48:16	31412/31412	---M--	200	added ('OK')	application/font-woff	etag:%2255efae78-7ab4%22	http://www.mindvalley.com/blog/wp-content/themes/presso/framework/font-icons/social-icons/font/zocial.woff?97035448	C:/My%20Web%20Sites/SaskPls/www.mindvalley.com/blog/wp-content/themes/presso/framework/font-icons/social-icons/font/zociala2a1.woff	(from http://www.mindvalley.com/blog/wp-content/themes/presso/framework/font-icons/social-icons/css/zocial.css?ver=2.0.2)
13:48:19	183593/183593	---MCZ	200	added ('OK')	image/jpeg	etag:W/%22587737d0-2cd29%22	http://www.mindvalley.com/imgs/TBL-1600x800-2.jpg	C:/My%20Web%20Sites/SaskPls/www.mindvalley.com/imgs/TBL-1600x800-2.jpg	(from http://www.mindvalley.com/international.html)
13:48:21	59866/59866	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2255efae78-e9da%22	http://www.mindvalley.com/blog/wp-content/themes/presso/framework/font-icons/social-icons/font/zocial.svg?97035448	C:/My%20Web%20Sites/SaskPls/www.mindvalley.com/blog/wp-content/themes/presso/framework/font-icons/social-icons/font/zociala2a1.svg	(from http://www.mindvalley.com/blog/wp-content/themes/presso/framework/font-icons/social-icons/css/zocial.css?ver=2.0.2)
13:48:25	48896/48896	---M--	200	added ('OK')	application/octet-stream	etag:%2255efae78-bf00%22	http://www.mindvalley.com/blog/wp-content/themes/presso/framework/font-icons/social-icons/font/zocial.ttf?97035448	C:/My%20Web%20Sites/SaskPls/www.mindvalley.com/blog/wp-content/themes/presso/framework/font-icons/social-icons/font/zociala2a1.ttf	(from http://www.mindvalley.com/blog/wp-content/themes/presso/framework/font-icons/social-icons/css/zocial.css?ver=2.0.2)
13:48:29	51108/51108	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2255efae77-c7a4%22	http://www.mindvalley.com/blog/wp-content/themes/presso/framework/font-icons/entypo/font/entypo.eot?5488184	C:/My%20Web%20Sites/SaskPls/www.mindvalley.com/blog/wp-content/themes/presso/framework/font-icons/entypo/font/entypo2557.eot	(from http://www.mindvalley.com/blog/wp-content/themes/presso/framework/font-icons/entypo/css/entypo.css?ver=2.0.2)
13:48:31	31844/31844	---M--	200	added ('OK')	application/font-woff	etag:%2255efae77-7c64%22	http://www.mindvalley.com/blog/wp-content/themes/presso/framework/font-icons/entypo/font/entypo.woff?5488184	C:/My%20Web%20Sites/SaskPls/www.mindvalley.com/blog/wp-content/themes/presso/framework/font-icons/entypo/font/entypo2557.woff	(from http://www.mindvalley.com/blog/wp-content/themes/presso/framework/font-icons/entypo/css/entypo.css?ver=2.0.2)
13:48:32	76852/76852	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2255efae77-12c34%22	http://www.mindvalley.com/blog/wp-content/themes/presso/framework/font-icons/entypo/font/entypo.svg?5488184	C:/My%20Web%20Sites/SaskPls/www.mindvalley.com/blog/wp-content/themes/presso/framework/font-icons/entypo/font/entypo2557.svg	(from http://www.mindvalley.com/blog/wp-content/themes/presso/framework/font-icons/entypo/css/entypo.css?ver=2.0.2)
13:48:34	9380/9380	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2255efae78-24a4%22	http://www.mindvalley.com/blog/wp-content/themes/presso/framework/font-icons/symbol/font/symbol.eot?1833786	C:/My%20Web%20Sites/SaskPls/www.mindvalley.com/blog/wp-content/themes/presso/framework/font-icons/symbol/font/symbola368.eot	(from http://www.mindvalley.com/blog/wp-content/themes/presso/framework/font-icons/symbol/css/symbol.css?ver=2.0.2)
13:48:35	297373/297373	---MCZ	200	added ('OK')	image/jpeg	etag:W/%22587737d0-4899d%22	http://www.mindvalley.com/imgs/MVI-1600x800-1.jpg	C:/My%20Web%20Sites/SaskPls/www.mindvalley.com/imgs/MVI-1600x800-1.jpg	(from http://www.mindvalley.com/international.html)
13:48:35	6016/6016	---M--	200	added ('OK')	application/font-woff	etag:%2255efae78-1780%22	http://www.mindvalley.com/blog/wp-content/themes/presso/framework/font-icons/symbol/font/symbol.woff?1833786	C:/My%20Web%20Sites/SaskPls/www.mindvalley.com/blog/wp-content/themes/presso/framework/font-icons/symbol/font/symbola368.woff	(from http://www.mindvalley.com/blog/wp-content/themes/presso/framework/font-icons/symbol/css/symbol.css?ver=2.0.2)
13:48:36	9349/9349	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2255efae78-2485%22	http://www.mindvalley.com/blog/wp-content/themes/presso/framework/font-icons/symbol/font/symbol.svg?1833786	C:/My%20Web%20Sites/SaskPls/www.mindvalley.com/blog/wp-content/themes/presso/framework/font-icons/symbol/font/symbola368.svg	(from http://www.mindvalley.com/blog/wp-content/themes/presso/framework/font-icons/symbol/css/symbol.css?ver=2.0.2)
13:48:37	9220/9220	---M--	200	added ('OK')	application/octet-stream	etag:%2255efae78-2404%22	http://www.mindvalley.com/blog/wp-content/themes/presso/framework/font-icons/symbol/font/symbol.ttf?1833786	C:/My%20Web%20Sites/SaskPls/www.mindvalley.com/blog/wp-content/themes/presso/framework/font-icons/symbol/font/symbola368.ttf	(from http://www.mindvalley.com/blog/wp-content/themes/presso/framework/font-icons/symbol/css/symbol.css?ver=2.0.2)
13:48:37	2608/2608	---MCZ	200	added ('OK')	image/gif	etag:W/%2255efae78-a30%22	http://www.mindvalley.com/blog/wp-content/themes/presso/framework/swipebox/img/loader.gif	C:/My%20Web%20Sites/SaskPls/www.mindvalley.com/blog/wp-content/themes/presso/framework/swipebox/img/loader.gif	(from http://www.mindvalley.com/blog/wp-content/themes/presso/framework/swipebox/swipebox.css?ver=2.0.2)
13:48:37	50948/50948	---M--	200	added ('OK')	application/octet-stream	etag:%2255efae77-c704%22	http://www.mindvalley.com/blog/wp-content/themes/presso/framework/font-icons/entypo/font/entypo.ttf?5488184	C:/My%20Web%20Sites/SaskPls/www.mindvalley.com/blog/wp-content/themes/presso/framework/font-icons/entypo/font/entypo2557.ttf	(from http://www.mindvalley.com/blog/wp-content/themes/presso/framework/font-icons/entypo/css/entypo.css?ver=2.0.2)
13:48:38	729/729	---MCZ	200	added ('OK')	image/png	etag:W/%2255efae78-2d9%22	http://www.mindvalley.com/blog/wp-content/themes/presso/framework/swipebox/img/icons.png	C:/My%20Web%20Sites/SaskPls/www.mindvalley.com/blog/wp-content/themes/presso/framework/swipebox/img/icons.png	(from http://www.mindvalley.com/blog/wp-content/themes/presso/framework/swipebox/swipebox.css?ver=2.0.2)
13:48:38	1293/1293	---MCZ	200	added ('OK')	image/png	etag:W/%2255efae78-50d%22	http://www.mindvalley.com/blog/wp-content/themes/presso/img/carousel-nav-prev.png	C:/My%20Web%20Sites/SaskPls/www.mindvalley.com/blog/wp-content/themes/presso/img/carousel-nav-prev.png	(from http://www.mindvalley.com/blog/wp-content/themes/presso/css/theme.css?ver=2.0.2)
13:48:40	1331/1331	---MCZ	200	added ('OK')	image/png	etag:W/%2255efae78-533%22	http://www.mindvalley.com/blog/wp-content/themes/presso/img/carousel-nav-next.png	C:/My%20Web%20Sites/SaskPls/www.mindvalley.com/blog/wp-content/themes/presso/img/carousel-nav-next.png	(from http://www.mindvalley.com/blog/wp-content/themes/presso/css/theme.css?ver=2.0.2)
13:48:41	2798/2798	---MCZ	200	added ('OK')	image/png	etag:W/%2255efae78-aee%22	http://www.mindvalley.com/blog/wp-content/themes/presso/img/list-image.png	C:/My%20Web%20Sites/SaskPls/www.mindvalley.com/blog/wp-content/themes/presso/img/list-image.png	(from http://www.mindvalley.com/blog/wp-content/themes/presso/css/theme.css?ver=2.0.2)
13:48:41	990/990	---MCZ	200	added ('OK')	image/png	etag:W/%2255efae78-3de%22	http://www.mindvalley.com/blog/wp-content/themes/presso/img/black-fade-left.png	C:/My%20Web%20Sites/SaskPls/www.mindvalley.com/blog/wp-content/themes/presso/img/black-fade-left.png	(from http://www.mindvalley.com/blog/wp-content/themes/presso/css/theme.css?ver=2.0.2)
13:48:41	9598/9598	---MCZ	200	added ('OK')	image/png	etag:W/%2255efae78-257e%22	http://www.mindvalley.com/blog/wp-content/themes/presso/img/icon-play.png	C:/My%20Web%20Sites/SaskPls/www.mindvalley.com/blog/wp-content/themes/presso/img/icon-play.png	(from http://www.mindvalley.com/blog/wp-content/themes/presso/css/theme.css?ver=2.0.2)
13:48:42	1623/1623	---MCZ	200	added ('OK')	image/png	etag:W/%2255efae78-657%22	http://www.mindvalley.com/blog/wp-content/themes/presso/img/carousel-nav-prev@2x.png	C:/My%20Web%20Sites/SaskPls/www.mindvalley.com/blog/wp-content/themes/presso/img/carousel-nav-prev@2x.png	(from http://www.mindvalley.com/blog/wp-content/themes/presso/css/theme.css?ver=2.0.2)
13:48:43	1643/1643	---MCZ	200	added ('OK')	image/png	etag:W/%2255efae78-66b%22	http://www.mindvalley.com/blog/wp-content/themes/presso/img/carousel-nav-next@2x.png	C:/My%20Web%20Sites/SaskPls/www.mindvalley.com/blog/wp-content/themes/presso/img/carousel-nav-next@2x.png	(from http://www.mindvalley.com/blog/wp-content/themes/presso/css/theme.css?ver=2.0.2)
13:48:43	194/194	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2005%20Apr%202017%2019:48:43%20GMT	http://www.mindvalley.com/restserver.php	C:/My%20Web%20Sites/SaskPls/www.mindvalley.com/restserver.e2.delayed	(from http://connect.facebook.net/en_GB/sdk.js)
13:48:44	22069/22069	---MCZ	200	added ('OK')	image/png	etag:W/%2255efae78-5635%22	http://www.mindvalley.com/blog/wp-content/themes/presso/img/icon-play@2x.png	C:/My%20Web%20Sites/SaskPls/www.mindvalley.com/blog/wp-content/themes/presso/img/icon-play@2x.png	(from http://www.mindvalley.com/blog/wp-content/themes/presso/css/theme.css?ver=2.0.2)
13:48:44	182/182	---M--	400	error ('Bad%20Request')	text/html	date:Wed,%2005%20Apr%202017%2019:48:44%20GMT	http://www.mindvalley.com/blog/%s/profile.php?id=%s	C:/My%20Web%20Sites/SaskPls/www.mindvalley.com/blog/%s/profile.e44d6d.delayed	(from http://connect.facebook.net/en_GB/sdk.js)
13:48:45	71304/71304	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2005%20Apr%202017%2019:48:43%20GMT	http://www.mindvalley.com/blog/ABCDEFGHIJKLMNOPQRSTUVWXYZabcdefghijklmnopqrstuvwxyz0123456789+/	C:/My%20Web%20Sites/SaskPls/www.mindvalley.com/blog/ABCDEFGHIJKLMNOPQRSTUVWXYZabcdefghijklmnopqrstuvwxyz0123456789+/index.html	(from http://connect.facebook.net/en_GB/sdk.js)
13:48:45	71304/71304	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2005%20Apr%202017%2019:48:44%20GMT	http://www.mindvalley.com/blog/dialog/	C:/My%20Web%20Sites/SaskPls/www.mindvalley.com/blog/dialog/index.html	(from http://connect.facebook.net/en_GB/sdk.js)
13:48:48	108558/108558	---MCZ	200	added ('OK')	text/html	date:Wed,%2005%20Apr%202017%2019:48:46%20GMT	http://www.mindvalley.com/blog/category/announcements/page/2/	C:/My%20Web%20Sites/SaskPls/www.mindvalley.com/blog/category/announcements/page/2/index.html	(from http://www.mindvalley.com/blog/category/announcements/)
13:49:00	81035/81035	---MC-	200	added ('OK')	application/rss+xml	etag:%2229b6e79ea141e1336efee826637aeaca%22	http://www.mindvalley.com/blog/category/announcements/feed/	C:/My%20Web%20Sites/SaskPls/www.mindvalley.com/blog/category/announcements/feed/index.html	(from http://www.mindvalley.com/blog/category/announcements/)
